pair_id,item_id,language_code,language,speaker,category,english,translation,translator_notes
en-th-027,EN-027,th,Thai,patient,gout,"Last night I woke up with a terrible pain in my big toe. It is red, hot and so swollen that I cannot even put on my shoe or let the blanket touch it. I had a lot of beer and seafood at a wedding dinner on Saturday. Is this gout?",เมื่อคืนผมตื่นขึ้นมาแล้วปวดนิ้วหัวแม่เท้ามากครับ นิ้วแดง ร้อน และบวมมากจนใส่รองเท้าไม่ได้ แม้แต่ผ้าห่มโดนก็ไม่ได้เลย เมื่อวันเสาร์ผมกินเบียร์กับอาหารทะเลไปเยอะมากที่งานเลี้ยงแต่งงาน แบบนี้เป็นโรคเกาต์หรือเปล่าครับ,"Default male patient (ผม, ครับ; female ดิฉัน/ฉัน, ค่ะ/คะ); no full stops, and the question mark is omitted because ครับ/หรือเปล่า marks the question. 'big toe' = 'นิ้วหัวแม่เท้า' (alt. 'นิ้วโป้งเท้า'); 'gout' = 'โรคเกาต์' (alt. 'เกาต์'); 'wedding dinner' = 'งานเลี้ยงแต่งงาน' (alt. 'งานแต่ง')."
en-th-028,EN-028,th,Thai,patient,joint_pain_knee,"My knees have been aching for a few years, but recently the pain is much worse, especially when I go up and down the stairs or stand up after sitting for a long time. Sometimes I hear a cracking sound. In the morning my knees feel stiff for about fifteen minutes.",ผมปวดเข่ามาสองสามปีแล้วครับ แต่ช่วงนี้ปวดมากขึ้นเยอะ โดยเฉพาะเวลาขึ้นลงบันได หรือลุกขึ้นยืนหลังจากนั่งนาน ๆ บางครั้งก็ได้ยินเสียงดังกรอบแกรบ ตอนเช้าเข่าจะรู้สึกฝืด ๆ อยู่ประมาณสิบห้านาทีครับ,"Default male patient (ผม, ครับ; addresses doctor as คุณหมอ); female equivalents ดิฉัน/ฉัน, ค่ะ/คะ. No full stops; sentences separated by spaces. 'a few years' = 'สองสามปี' (alt. 'หลายปี'); 'cracking sound' = 'เสียงดังกรอบแกรบ' (alt. 'เสียงดังกร๊อบ', 'เสียงดังในข้อ'); 'stiff' = 'ฝืด' (alt. 'ตึง', 'ข้อยึด')."
en-th-029,EN-029,th,Thai,patient,sleep_mental_health,"For the past two months, I have not been able to sleep well. I lie in bed for hours thinking about work, and I wake up at four in the morning and cannot fall back asleep. I feel tired and irritable all day, and I have lost interest in things I used to enjoy.",ช่วงสองเดือนที่ผ่านมา ผมนอนหลับไม่ค่อยดีเลยครับ นอนอยู่บนเตียงเป็นชั่วโมง ๆ คิดแต่เรื่องงาน แล้วก็ตื่นตอนตีสี่แล้วนอนต่อไม่หลับ ทั้งวันรู้สึกเหนื่อยและหงุดหงิดง่าย แล้วก็ไม่สนใจสิ่งที่เคยชอบทำอีกแล้วครับ,"Default male patient (ผม, ครับ; addresses doctor as คุณหมอ); female equivalents ดิฉัน/ฉัน, ค่ะ/คะ. No full stops; sentences separated by spaces. 'four in the morning' = spoken 'ตีสี่' (formal alt. 'สี่นาฬิกา'); 'tired' = 'เหนื่อย' as in EN-001 (alt. 'เพลีย', 'อ่อนเพลีย'); 'lost interest' = 'ไม่สนใจ...อีกแล้ว' (alt. 'หมดความสนใจ')."
en-th-030,EN-030,th,Thai,patient,dizziness_vertigo,"Whenever I turn my head quickly or roll over in bed, the whole room starts spinning for about half a minute. I feel very nauseous during these episodes. It started three days ago. I don't have any weakness in my arms or legs, and my speech is normal.",ทุกครั้งที่ผมหันหัวเร็ว ๆ หรือพลิกตัวบนเตียง ทั้งห้องจะเริ่มหมุนไปหมดประมาณครึ่งนาทีครับ ตอนที่เป็นแบบนี้ผมจะคลื่นไส้มาก เริ่มเป็นเมื่อสามวันก่อนครับ ผมไม่มีอาการแขนขาอ่อนแรงเลย และพูดได้ปกติครับ,"Default male patient (ผม, ครับ; addresses doctor as คุณหมอ); female equivalents ดิฉัน/ฉัน, ค่ะ/คะ. No full stops; sentences separated by spaces. 'turn my head' = spoken 'หันหัว' (more formal 'หันศีรษะ'); room spinning may also be rendered with lay idiom 'บ้านหมุน'; 'nauseous' = 'คลื่นไส้' (alt. 'พะอืดพะอม')."
en-th-031,EN-031,th,Thai,doctor,chest_pain_referral,"The chest pain you describe, which spreads to your left arm and comes on when you walk, could be a sign of a heart problem. Your ECG today shows some changes, so I am going to refer you to the emergency department right now. Please do not drive yourself there; we will call an ambulance for you.",อาการเจ็บหน้าอกที่คุณเล่ามา ที่ร้าวไปแขนซ้ายและเป็นตอนเดิน อาจเป็นสัญญาณของปัญหาเกี่ยวกับหัวใจได้ครับ คลื่นไฟฟ้าหัวใจของคุณวันนี้มีการเปลี่ยนแปลงบางอย่าง ผมจึงจะส่งตัวคุณไปห้องฉุกเฉินเดี๋ยวนี้เลยครับ กรุณาอย่าขับรถไปเองนะครับ เราจะเรียกรถพยาบาลให้คุณ,"Default male doctor (ผม, ครับ; addresses patient as คุณ); female equivalents ดิฉัน, ค่ะ/คะ, and doctors often self-refer as หมอ. No full stops; sentences separated by spaces. 'ECG' = 'คลื่นไฟฟ้าหัวใจ' (alt. loanwords 'ECG', 'EKG', 'อีเคจี'); 'emergency department' = 'ห้องฉุกเฉิน' (alt. 'แผนกฉุกเฉิน'); 'heart problem' = 'ปัญหาเกี่ยวกับหัวใจ' (alt. 'โรคหัวใจ')."
en-th-032,EN-032,th,Thai,doctor,vaccination,"Since you are sixty-five years old and have diabetes, I strongly recommend that you get the influenza vaccine every year, as well as the pneumococcal vaccine. These are subsidised for you under the national schedule. You may have a sore arm or a mild fever for a day or two after the injection, which is normal.",เนื่องจากคุณอายุหกสิบห้าปีและเป็นเบาหวาน ผมขอแนะนำอย่างยิ่งให้คุณฉีดวัคซีนไข้หวัดใหญ่ทุกปี และฉีดวัคซีนนิวโมคอคคัสด้วยครับ วัคซีนเหล่านี้คุณจะได้รับเงินอุดหนุนตามตารางการให้วัคซีนแห่งชาติ หลังฉีดยาคุณอาจมีอาการปวดแขนหรือมีไข้เล็กน้อยสักหนึ่งถึงสองวัน ซึ่งเป็นเรื่องปกติครับ,"Default male doctor (ผม, ครับ; addresses patient as คุณ); female equivalents ดิฉัน, ค่ะ/คะ, and doctors often self-refer as หมอ. No full stops; sentences separated by spaces. 'pneumococcal vaccine' = 'วัคซีนนิวโมคอคคัส' (alt. 'วัคซีนป้องกันปอดอักเสบ'); 'influenza' = 'ไข้หวัดใหญ่'; 'national schedule' = 'ตารางการให้วัคซีนแห่งชาติ' (alt. 'แผนการสร้างเสริมภูมิคุ้มกันแห่งชาติ'); 'a day or two' may also be 'สักวันสองวัน'."
en-th-033,EN-033,th,Thai,patient,medication_refill_side_effect,"I need to top up my medicine for blood pressure and cholesterol, because I only have about one week left. By the way, ever since I started the new tablet last month, I have been having a dry cough that doesn't go away. Could it be caused by the medicine?",ผมต้องมารับยาความดันโลหิตกับยาคอเลสเตอรอลเพิ่มครับ เพราะเหลืออีกแค่ประมาณหนึ่งสัปดาห์ อีกเรื่องหนึ่งครับ ตั้งแต่ผมเริ่มกินยาเม็ดใหม่เมื่อเดือนที่แล้ว ผมไอแห้ง ๆ ไม่หายเลย อาจจะเป็นเพราะยาหรือเปล่าครับ,"Default male patient (ผม, ครับ; addresses doctor as คุณหมอ); female equivalents ดิฉัน/ฉัน, ค่ะ/คะ. No full stops; sentences separated by spaces. 'cholesterol' spelled 'คอเลสเตอรอล' (alt. 'โคเลสเตอรอล'; lay 'ยาไขมัน'); 'blood pressure medicine' = 'ยาความดันโลหิต' (spoken alt. 'ยาความดัน', 'ยาลดความดัน'); 'one week' = 'หนึ่งสัปดาห์' (spoken alt. 'หนึ่งอาทิตย์'); 'top up' = 'รับยาเพิ่ม'."
en-th-034,EN-034,th,Thai,doctor,medication_counselling,"This antihistamine will help with the itching and sneezing, but it can make you drowsy, so please do not drive or operate machinery after taking it. Take one tablet at night before you sleep. Do you have any drug allergies, or are you taking any other medicines or supplements at the moment?",ยาแก้แพ้ตัวนี้จะช่วยบรรเทาอาการคันและจามครับ แต่อาจทำให้ง่วงนอน ดังนั้นหลังกินยาแล้วกรุณาอย่าขับรถหรือทำงานกับเครื่องจักรนะครับ ให้กินหนึ่งเม็ดตอนกลางคืนก่อนนอน คุณแพ้ยาอะไรไหมครับ หรือตอนนี้กำลังกินยาอื่นหรืออาหารเสริมอะไรอยู่หรือเปล่าครับ,"Default male doctor (ผม, ครับ; addresses patient as คุณ); female equivalents ดิฉัน, ค่ะ/คะ, and doctors often self-refer as หมอ. No full stops; sentences separated by spaces. 'antihistamine' = lay 'ยาแก้แพ้' (technical alt. 'ยาต้านฮิสตามีน'); 'operate machinery' = 'ทำงานกับเครื่องจักร' (alt. 'ใช้เครื่องจักร'); 'supplements' = 'อาหารเสริม' (alt. 'ผลิตภัณฑ์เสริมอาหาร')."
en-th-035,EN-035,th,Thai,doctor,covid19_medical_certificate,"Your antigen rapid test is positive for COVID-19. Your symptoms are mild, so you can recover at home. I will give you medicine for the fever and cough, and a medical certificate for five days. Please wear a mask when you go out, and avoid visiting your elderly relatives until you feel better.",ผลตรวจโควิด-19 ด้วย ATK ของคุณเป็นบวกครับ อาการของคุณไม่รุนแรง จึงพักรักษาตัวที่บ้านได้ ผมจะให้ยาลดไข้กับยาแก้ไอ และใบรับรองแพทย์ให้หยุดห้าวันครับ เวลาออกไปข้างนอกกรุณาสวมหน้ากากอนามัย และหลีกเลี่ยงการไปเยี่ยมญาติผู้สูงอายุจนกว่าจะรู้สึกดีขึ้นนะครับ,"Default male doctor (ผม, ครับ; addresses patient as คุณ; female ดิฉัน, ค่ะ/คะ); no full stops, sentences separated by spaces. 'antigen rapid test' = 'ATK', the term universally used in Thailand (alt. 'ชุดตรวจแอนติเจนแบบเร็ว', Singapore 'ART'), and 'positive for COVID-19' may also be 'ผลตรวจ ATK เป็นบวก' / 'ติดโควิด' / 'โควิด' without '-19'. 'medical certificate for five days' = 'ใบรับรองแพทย์ให้หยุดห้าวัน' as in EN-019 (alt. 'ใบรับรองแพทย์ให้หยุดงาน/ให้พักห้าวัน'); 'mask' = 'หน้ากากอนามัย' (alt. 'แมสก์')."
en-id-001,EN-001,id,Indonesian,patient,cold_flu,"Doctor, I've had a runny nose and a blocked nose for about four days now. Since yesterday I've also started sneezing a lot and my throat feels scratchy, especially in the morning. I don't think I have a fever, but I feel very tired and my whole body is aching.","Dok, hidung saya meler dan tersumbat sudah sekitar empat hari ini. Sejak kemarin saya juga mulai sering bersin-bersin dan tenggorokan saya terasa gatal, terutama pada pagi hari. Sepertinya saya tidak demam, tetapi saya merasa sangat lelah dan seluruh badan saya pegal-pegal.",Patient uses 'saya' and addresses the doctor as 'Dok' (short for Dokter). 'Runny nose' = 'hidung meler' (alternative 'pilek'); 'scratchy throat' = 'tenggorokan terasa gatal' (alt. 'serak'/'tidak enak'); 'body aching' = 'badan pegal-pegal' (alt. 'badan nyeri'). Standard 'tetapi' used; spoken 'tapi' is an acceptable variant.
en-id-002,EN-002,id,Indonesian,doctor,cold_flu,"From what I can see, this looks like a viral infection of the upper airway, so antibiotics will not help you. I will give you some medicine for the runny nose and lozenges for your throat. Drink plenty of warm water, rest well, and come back if you are not better in five days.","Dari yang saya lihat, ini tampaknya infeksi virus pada saluran napas atas, jadi antibiotik tidak akan membantu Anda. Saya akan memberikan obat untuk hidung meler dan tablet isap untuk tenggorokan Anda. Minum banyak air hangat, istirahat yang cukup, dan kembali lagi ke sini kalau dalam lima hari Anda belum membaik.","Doctor addresses patient as 'Anda'. 'Upper airway' = 'saluran napas atas' (alt. 'saluran pernapasan atas', ISPA); 'lozenges' = 'tablet isap' (alt. 'permen pelega tenggorokan'). 'Kalau' and 'jika/bila' are interchangeable."
en-id-003,EN-003,id,Indonesian,patient,fever,"My temperature has been going up and down for three days. Last night it reached thirty-nine point two degrees. I took two Panadol tablets and it came down a little, but after a few hours the fever came back. I also have chills and I have been sweating a lot at night.","Suhu badan saya naik turun sudah tiga hari. Tadi malam suhunya sampai tiga puluh sembilan koma dua derajat. Saya minum dua tablet Panadol dan suhunya turun sedikit, tetapi setelah beberapa jam demamnya muncul lagi. Saya juga menggigil dan banyak berkeringat pada malam hari.","Decimal read with 'koma' as is standard in Indonesian ('tiga puluh sembilan koma dua'). 'Panadol' kept as brand name. 'Chills' = 'menggigil'; 'came back' = 'muncul lagi' (alt. 'naik lagi', 'kambuh lagi')."
en-id-004,EN-004,id,Indonesian,doctor,dengue,"Because you have had a high fever for three days with pain behind your eyes and body aches, I am worried this could be dengue. I will send you for a blood test today to check your platelet count. Please avoid ibuprofen and aspirin, and only take paracetamol for the fever.","Karena Anda sudah demam tinggi selama tiga hari disertai nyeri di belakang mata dan badan pegal-pegal, saya khawatir ini bisa jadi demam berdarah. Hari ini saya akan meminta Anda menjalani tes darah untuk memeriksa jumlah trombosit Anda. Tolong hindari ibuprofen dan aspirin, dan hanya minum parasetamol untuk demamnya.","'Dengue' rendered as 'demam berdarah', the everyday Indonesian term (alt. 'demam berdarah dengue', 'DBD', 'dengue'). 'Platelet count' = 'jumlah trombosit'; 'send you for a blood test' = 'meminta Anda menjalani tes darah' (alt. 'cek darah', 'periksa darah', 'merujuk ke laboratorium'). Indonesian spelling 'parasetamol'."
en-id-005,EN-005,id,Indonesian,patient,sore_throat,"My throat has been very painful for two days, and it hurts so much when I swallow that I can barely eat. When I looked in the mirror, I saw some white spots at the back of my throat. My neck also feels a bit swollen and tender on both sides.","Tenggorokan saya sakit sekali sudah dua hari, dan rasanya sangat sakit waktu menelan sampai saya hampir tidak bisa makan. Waktu saya lihat di cermin, ada beberapa bintik putih di bagian belakang tenggorokan saya. Leher saya juga terasa agak bengkak dan nyeri di kedua sisinya.","'Tender' rendered as 'nyeri' (alt. 'nyeri kalau ditekan'/'nyeri tekan'); 'white spots' = 'bintik putih' (alt. 'bercak putih'). 'Waktu' is the natural spoken form for 'when' (alt. 'saat', 'ketika')."
en-id-006,EN-006,id,Indonesian,doctor,sore_throat,"Your tonsils are swollen and there is pus on them, which suggests a bacterial infection. I am going to prescribe a course of antibiotics for seven days. Please finish the whole course even if you feel better after two or three days, otherwise the infection may come back.","Amandel Anda bengkak dan ada nanahnya, yang menandakan infeksi bakteri. Saya akan meresepkan antibiotik untuk diminum selama tujuh hari. Tolong habiskan antibiotiknya sampai tuntas walaupun Anda sudah merasa lebih baik setelah dua atau tiga hari, kalau tidak, infeksinya bisa kambuh lagi.","'Tonsils' = 'amandel', the common lay term (alt. 'tonsil'). 'Course of antibiotics' expressed as 'antibiotik untuk diminum selama tujuh hari'; 'finish the whole course' = 'habiskan ... sampai tuntas' (alt. 'sampai habis'). 'Come back' = 'kambuh lagi' (alt. 'muncul lagi')."
en-id-007,EN-007,id,Indonesian,patient,cough,"I have had a cough for almost three weeks now. At the start it was a dry cough, but now I am coughing up yellowish phlegm. The coughing is worse at night and sometimes it keeps me awake. I also feel a bit breathless when I climb the stairs to my flat.","Saya sudah batuk hampir tiga minggu. Awalnya batuk kering, tetapi sekarang batuk saya mengeluarkan dahak kekuningan. Batuknya lebih parah pada malam hari dan kadang-kadang membuat saya tidak bisa tidur. Saya juga merasa agak sesak napas waktu naik tangga ke apartemen saya.","'Phlegm' = 'dahak' (alt. 'batuk berdahak kuning'); 'breathless' = 'sesak napas' (alt. 'ngos-ngosan' is colloquial). 'Flat' (Singapore HDB) rendered as 'apartemen' (alt. 'flat', 'rumah', 'rusun')."
en-id-008,EN-008,id,Indonesian,doctor,asthma,"I am going to show you how to use this inhaler properly. First, shake it well, then breathe out fully. Put the mouthpiece in your mouth and press down once while you breathe in slowly and deeply. Then hold your breath for about ten seconds before you breathe out again.","Saya akan menunjukkan cara memakai inhaler ini dengan benar. Pertama, kocok dulu dengan baik, lalu embuskan napas sampai habis. Masukkan ujung inhaler ke dalam mulut, lalu tekan satu kali sambil menarik napas secara perlahan dan dalam. Kemudian tahan napas selama sekitar sepuluh detik sebelum Anda mengembuskan napas lagi.","'Inhaler' kept as loanword (alt. 'obat semprot/hirup asma'). EYD-standard 'embuskan/mengembuskan' used (non-standard 'hembuskan' is common in writing). 'Mouthpiece' = 'ujung inhaler' (alt. 'corong', 'bagian mulut inhaler')."
en-id-009,EN-009,id,Indonesian,patient,gastroenteritis,"Since yesterday evening I have had diarrhoea about six or seven times, and I vomited twice this morning. I think it might be from the seafood I ate at a hawker centre. I have some stomach cramps, and I feel weak and dizzy when I stand up too quickly.","Sejak kemarin sore saya sudah diare sekitar enam atau tujuh kali, dan tadi pagi saya muntah dua kali. Saya rasa mungkin karena makanan laut yang saya makan di pusat jajanan. Perut saya agak kram, dan saya merasa lemas dan pusing kalau berdiri terlalu cepat.","'Hawker centre' rendered as 'pusat jajanan' (Indonesians in Singapore may keep 'hawker centre'; alt. 'food court', 'tempat makan'). 'Yesterday evening' = 'kemarin sore' (alt. 'kemarin malam'); 'diarrhoea' = 'diare' (alt. 'mencret', 'buang-buang air'); 'stomach cramps' = 'perut kram' (alt. 'perut melilit', 'mulas'); 'dizzy' = 'pusing' (alt. 'kepala terasa ringan/berkunang-kunang')."
en-id-010,EN-010,id,Indonesian,doctor,gastroenteritis,"You are a little dehydrated, so the most important thing is to replace the fluids you have lost. Take small sips of this oral rehydration solution frequently throughout the day. Avoid oily and spicy food and milk for now, and come back immediately if you see blood in your stool.","Anda sedikit dehidrasi, jadi yang paling penting adalah mengganti cairan yang sudah hilang. Minum larutan oralit ini sedikit demi sedikit tetapi sering sepanjang hari. Untuk sementara, hindari makanan berminyak, makanan pedas, dan susu, dan segera kembali ke sini kalau Anda melihat ada darah di tinja Anda.","'Oral rehydration solution' = 'larutan oralit', the standard Indonesian term (alt. 'cairan rehidrasi oral'). 'Stool' = 'tinja' (alt. 'feses', 'kotoran', or 'BAB berdarah'). 'Dehydrated' = 'dehidrasi' (alt. 'kekurangan cairan')."
en-id-011,EN-011,id,Indonesian,patient,gastric_reflux,"I often get a burning feeling in my chest and upper stomach, especially after big meals or when I lie down at night. Sometimes a sour liquid comes up into my throat. It has been happening for about two months, and it gets worse whenever I drink coffee.","Saya sering merasa panas seperti terbakar di dada dan perut bagian atas, terutama setelah makan porsi besar atau waktu berbaring pada malam hari. Kadang-kadang ada cairan asam yang naik ke tenggorokan saya. Ini sudah terjadi sekitar dua bulan, dan makin parah setiap kali saya minum kopi.","'Burning feeling' = 'panas seperti terbakar' (alt. 'rasa terbakar', 'perih'); 'upper stomach' = 'perut bagian atas' (alt. 'ulu hati'). 'Big meals' = 'makan porsi besar' (alt. 'makan banyak/kekenyangan'); 'makin' and 'semakin' are both standard."
en-id-012,EN-012,id,Indonesian,patient,hypertension,"I am here for my blood pressure follow-up. I have been taking my medicine every morning, but sometimes I forget on the weekends. When I checked at home last week, the reading was around one hundred and fifty over ninety-five. I have also been getting headaches at the back of my head.","Saya datang untuk kontrol tekanan darah. Selama ini saya minum obat setiap pagi, tetapi kadang-kadang saya lupa kalau akhir pekan. Waktu saya cek di rumah minggu lalu, hasilnya sekitar seratus lima puluh per sembilan puluh lima. Saya juga mengalami sakit kepala di bagian belakang.","'Follow-up' = 'kontrol', the usual Indonesian clinic term (alt. 'pemeriksaan lanjutan'). BP '150 over 95' read as 'seratus lima puluh per sembilan puluh lima' (alt. without 'per', or 'garis miring'). 'Headaches at the back of my head' = 'sakit kepala di bagian belakang' (alt. 'kepala bagian belakang terasa sakit')."
en-id-013,EN-013,id,Indonesian,doctor,hypertension,"Your blood pressure today is still higher than we would like it to be. I am going to increase the dose of your medication from five milligrams to ten milligrams once a day. Please also try to cut down on salty food, such as instant noodles, soups and sauces, and exercise regularly.","Tekanan darah Anda hari ini masih lebih tinggi dari yang kami harapkan. Saya akan menaikkan dosis obat Anda dari lima miligram menjadi sepuluh miligram sekali sehari. Tolong juga usahakan untuk mengurangi makanan yang asin, seperti mi instan, sup, dan saus, serta rutin berolahraga.","Doctor addresses patient as 'Anda'. 'mi instan' follows EYD/KBBI spelling (model may write 'mie instan'); 'menaikkan dosis' could also be 'meningkatkan dosis', and 'rutin berolahraga' could be 'berolahraga secara teratur'."
en-id-014,EN-014,id,Indonesian,patient,diabetes,"I have been feeling very thirsty lately, and I need to go to the toilet many times at night to pass urine. I have also lost about four kilograms in the last two months even though I was not trying to diet. My mother has diabetes, so I am a bit worried.","Akhir-akhir ini saya merasa sangat haus, dan pada malam hari saya harus ke toilet berkali-kali untuk buang air kecil. Berat badan saya juga turun sekitar empat kilogram dalam dua bulan terakhir, padahal saya tidak sedang berusaha diet. Ibu saya menderita diabetes, jadi saya agak khawatir.","'Pass urine' rendered as the neutral lay term 'buang air kecil' (alternatives: 'kencing', 'berkemih'). 'Akhir-akhir ini' may also appear as 'belakangan ini'; 'diabetes' may also be 'kencing manis' in lay speech."
en-id-015,EN-015,id,Indonesian,doctor,diabetes,"Your HbA1c result is eight point five percent, which means your blood sugar has been poorly controlled over the past three months. I would like to start you on metformin, one tablet twice a day after meals. You may have some stomach upset at first, but it usually gets better.","Hasil HbA1c Anda delapan koma lima persen, yang berarti gula darah Anda tidak terkontrol dengan baik selama tiga bulan terakhir. Saya ingin mulai memberi Anda metformin, satu tablet dua kali sehari setelah makan. Awalnya Anda mungkin mengalami gangguan perut, tetapi biasanya akan membaik.","'HbA1c' and 'metformin' kept as loanwords in Latin script; decimal spoken as 'delapan koma lima persen'. 'Stomach upset' rendered 'gangguan perut' (alternatives: 'sakit perut', 'perut tidak nyaman', 'gangguan pencernaan')."
en-id-016,EN-016,id,Indonesian,doctor,cholesterol,"Your blood test shows that your bad cholesterol, LDL, is quite high, which increases your risk of heart attack and stroke. I recommend starting a statin, which you take once a day at night. We will repeat the blood test in three months to check your liver and cholesterol levels.","Hasil tes darah Anda menunjukkan bahwa kolesterol jahat Anda, yaitu LDL, cukup tinggi, sehingga meningkatkan risiko serangan jantung dan stroke. Saya sarankan Anda mulai mengonsumsi statin, yang diminum sekali sehari pada malam hari. Kita akan mengulang tes darah tiga bulan lagi untuk memeriksa hati dan kadar kolesterol Anda.","'LDL', 'statin' and 'stroke' kept as loanwords (a model may add 'obat statin'). 'Blood test' = 'tes darah' (alternative: 'pemeriksaan darah'); 'check your liver' kept literal as 'memeriksa hati', though 'fungsi hati' is a common clinical alternative."
en-id-017,EN-017,id,Indonesian,patient,headache_migraine,"I keep getting very bad headaches on one side of my head, usually two or three times a week. When it happens, I feel like vomiting and I cannot stand bright lights or loud noises. The painkillers I bought from the pharmacy don't help much anymore.","Saya berulang kali mengalami sakit kepala yang sangat hebat di satu sisi kepala, biasanya dua atau tiga kali seminggu. Kalau sedang kambuh, saya rasanya ingin muntah dan saya tidak tahan dengan cahaya terang atau suara keras. Obat pereda nyeri yang saya beli di apotek sudah tidak terlalu membantu lagi.","'Painkillers' = 'obat pereda nyeri' (alternatives: 'obat antinyeri', 'obat penghilang rasa sakit'). 'When it happens' rendered naturally as 'Kalau sedang kambuh' (alternative: 'Saat sakitnya datang'); 'feel like vomiting' = 'rasanya ingin muntah' (alternative: 'mual')."
en-id-018,EN-018,id,Indonesian,patient,back_pain,"I hurt my lower back when I was lifting a heavy box at work on Monday. The pain is very sharp when I bend forward or get up from a chair. Sometimes the pain goes down to the back of my right leg, and my toes feel a bit numb.","Punggung bawah saya cedera waktu saya mengangkat kotak yang berat di tempat kerja pada hari Senin. Sakitnya terasa sangat menusuk kalau saya membungkuk ke depan atau bangun dari kursi. Kadang-kadang sakitnya menjalar ke bagian belakang kaki kanan saya, dan jari-jari kaki saya terasa agak mati rasa.","'Sharp' pain rendered with the natural 'menusuk' (alternative: 'tajam'); 'numb' = 'mati rasa', the usual Indonesian term (alternatives: 'baal', 'kesemutan'; 'kebas' is Malay-leaning). 'Leg' = lay 'kaki' (clinical alternative: 'tungkai'); 'goes down' = 'menjalar'."
en-id-019,EN-019,id,Indonesian,doctor,back_pain,"This looks like a muscle strain in your lower back. I will give you painkillers, a muscle relaxant, and a medical certificate for three days. Try to keep moving gently instead of staying in bed all day. If you have weakness in your legs or problems controlling your bladder, go to the emergency department immediately.","Sepertinya ini ketegangan otot di punggung bawah Anda. Saya akan memberi Anda obat pereda nyeri, obat pelemas otot, dan surat keterangan sakit untuk tiga hari. Usahakan untuk tetap bergerak perlahan, alih-alih berbaring di tempat tidur seharian. Jika kaki Anda terasa lemah atau Anda kesulitan mengendalikan buang air kecil, segera pergi ke IGD.","'Muscle strain' = 'ketegangan otot' (alternatives: 'otot tertarik', 'cedera otot'); 'muscle relaxant' = 'obat pelemas otot' (alternative: 'relaksan otot'); 'medical certificate' = 'surat keterangan sakit' (colloquially 'surat sakit'). 'Emergency department' = 'IGD' as normally said in Indonesia (alternatives: 'instalasi gawat darurat', 'unit gawat darurat/UGD')."
en-id-020,EN-020,id,Indonesian,patient,urinary_tract_infection,"It hurts and burns every time I pass urine, and I feel like I need to go to the toilet all the time, but only a little comes out. Since this morning my urine also looks cloudy and has a strong smell. I have a little pain in my lower belly too.","Setiap kali buang air kecil rasanya sakit dan perih, dan saya merasa ingin ke toilet terus, tetapi yang keluar hanya sedikit. Sejak tadi pagi, air kencing saya juga terlihat keruh dan baunya menyengat. Perut bagian bawah saya juga agak sakit.","'Burns' = 'perih' (alternative: 'panas'); urine = lay 'air kencing' (alternatives: 'air seni', 'urine'). The idiom 'anyang-anyangan' was avoided in favour of an explicit description; 'strong smell' = 'baunya menyengat'."
en-id-021,EN-021,id,Indonesian,patient,skin_eczema,"I have this itchy red rash on the inside of my elbows and behind my knees. It gets worse at night, and I keep scratching until the skin bleeds. I have tried using moisturiser, but it doesn't seem to help. Could it be an allergy to my new soap?","Saya ada ruam merah yang gatal di bagian dalam siku dan di belakang lutut saya. Rasanya makin parah pada malam hari, dan saya terus menggaruknya sampai kulitnya berdarah. Saya sudah mencoba memakai pelembap, tetapi sepertinya tidak membantu. Mungkinkah ini alergi terhadap sabun baru saya?",'Rash' = 'ruam'; 'moisturiser' = 'pelembap' (EYD spelling; 'pelembab' is a common misspelling). 'Saya ada ruam' is natural spoken form (alternative: 'Saya punya ruam' / 'Ada ruam'); 'Could it be' = 'Mungkinkah' (alternative: 'Apakah mungkin').
en-id-022,EN-022,id,Indonesian,doctor,skin_eczema,"This is eczema, which is a common condition where the skin becomes dry and inflamed. I will give you a steroid cream to apply thinly twice a day on the red areas, for one week only. Use a gentle soap-free wash, and apply moisturiser generously several times a day, even after the rash is gone.","Ini adalah eksim, yaitu kondisi umum yang membuat kulit menjadi kering dan meradang. Saya akan memberi Anda krim steroid untuk dioleskan tipis-tipis dua kali sehari pada bagian yang merah, selama satu minggu saja. Gunakan pembersih bebas sabun yang lembut, dan oleskan pelembap dalam jumlah banyak beberapa kali sehari, bahkan setelah ruamnya hilang.","'Eczema' = 'eksim' (alternatives: 'eksem', 'dermatitis atopik'); 'soap-free wash' = 'pembersih bebas sabun' (alternatives: 'pembersih tanpa sabun', 'cairan pembersih non-sabun'). 'Generously' = 'dalam jumlah banyak' (alternative: 'secara banyak/tebal')."
en-id-023,EN-023,id,Indonesian,patient,paediatric_hfmd,"My son is four years old and he has had a fever since yesterday. Today I noticed small blisters on his palms and the soles of his feet, and he has some ulcers in his mouth. He refuses to eat or drink because it hurts. His preschool said another child had hand, foot and mouth disease.","Anak laki-laki saya berusia empat tahun dan dia demam sejak kemarin. Hari ini saya melihat ada lepuhan kecil di telapak tangan dan telapak kakinya, dan ada beberapa sariawan di mulutnya. Dia menolak makan atau minum karena terasa sakit. Pihak prasekolahnya mengatakan ada anak lain yang terkena penyakit tangan, kaki, dan mulut.","'Blisters' = 'lepuhan' (alternatives: 'lenting', 'bintil berair'); mouth 'ulcers' = lay 'sariawan' (alternative: 'luka di mulut'). HFMD = 'penyakit tangan, kaki, dan mulut' (commonly also 'flu Singapura' or 'HFMD' in Indonesia); 'preschool' = 'prasekolah' (alternatives: 'TK', 'PAUD')."
